Name,URI,Region GSS code,Period,Sales volume,Reporting period,Average price All property types,Percentage change (yearly) All property types,Percentage change (monthly) All property types,House price index All property types,Sales volume All property types,Average price Detached houses,Percentage change (yearly) Detached houses,Percentage change (monthly) Detached houses,House price index Detached houses,Average price Semi-detached houses,Percentage change (yearly) Semi-detached houses,Percentage change (monthly) Semi-detached houses,House price index Semi-detached houses,Average price Terraced houses,Percentage change (yearly) Terraced houses,Percentage change (monthly) Terraced houses,House price index Terraced houses,Average price Flats and maisonettes,Percentage change (yearly) Flats and maisonettes,Percentage change (monthly) Flats and maisonettes,House price index Flats and maisonettes,Average price First-time buyers,Percentage change (yearly) First-time buyers,Percentage change (monthly) First-time buyers,House price index First-time buyers,Average price Former owner-occupiers,Percentage change (yearly) Former owner-occupiers,Percentage change (monthly) Former owner-occupiers,House price index Former owner-occupiers,Average price Cash purchases,Percentage change (yearly) Cash purchases,Percentage change (monthly) Cash purchases,House price index Cash purchases,Sales volume Cash purchases,Average price Mortgage purchases,Percentage change (yearly) Mortgage purchases,Percentage change (monthly) Mortgage purchases,House price index Mortgage purchases,Sales volume Mortgage purchases,Average price New build,Percentage change (yearly) New build,Percentage change (monthly) New build,House price index New build,Sales volume New build,Average price Existing properties,Percentage change (yearly) Existing properties,Percentage change (monthly) Existing properties,House price index Existing properties,Sales volume Existing properties,Pivotable date
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2013-01,3764,monthly,272940,4.79,0.01,78.28,3764,566557,4.54,0.23,78.81,353555,4.66,0.31,78.56,272316,6.09,0.0,77.87,209544,3.75,-0.22,78.27,231381,4.88,-0.05,77.99,312897,4.86,0.06,78.51,271270,4.73,-0.02,78.31,885,273281,4.91,0.02,78.23,2879,268432,4.31,-0.9,78.08,289,272603,4.82,0.09,78.08,3475,2013-01-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2013-02,3931,monthly,272864,4.39,-0.03,78.26,3931,567396,4.1,0.15,78.93,353852,4.19,0.08,78.63,272179,5.33,-0.05,77.83,209294,3.71,-0.12,78.18,231314,4.44,-0.03,77.97,312813,4.29,-0.03,78.49,271095,4.17,-0.06,78.26,891,273235,4.41,-0.02,78.22,3040,266447,3.72,-0.74,77.5,269,272699,4.44,0.04,78.11,3662,2013-02-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2013-03,4515,monthly,273228,5.0,0.13,78.36,4515,568575,5.0,0.21,79.09,354466,5.01,0.17,78.76,271976,5.5,-0.07,77.77,209843,4.52,0.26,78.38,231647,4.89,0.14,78.08,313204,5.08,0.13,78.59,271578,4.85,0.18,78.4,1137,273562,5.04,0.12,78.31,3378,266766,4.22,0.12,77.6,580,273064,5.07,0.13,78.22,3935,2013-03-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2013-04,4190,monthly,274815,5.12,0.58,78.82,4190,570486,4.89,0.34,79.36,355012,4.97,0.15,78.88,274043,5.8,0.76,78.36,211392,4.63,0.74,78.96,233160,5.06,0.65,78.59,314846,5.17,0.52,79.0,273152,4.93,0.58,78.86,1117,275151,5.18,0.58,78.76,3073,270662,5.16,1.46,78.73,403,274432,5.12,0.5,78.61,3787,2013-04-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2013-05,5107,monthly,277958,5.44,1.14,79.72,5107,575995,5.95,0.97,80.13,358630,5.5,1.02,79.69,277222,6.09,1.16,79.27,214017,4.67,1.24,79.94,235875,5.25,1.16,79.5,318397,5.58,1.13,79.89,276256,5.21,1.14,79.75,1246,278305,5.5,1.15,79.67,3861,274782,5.56,1.52,79.93,412,277477,5.42,1.11,79.48,4695,2013-05-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2013-06,4962,monthly,280600,4.76,0.95,80.48,4962,580051,5.23,0.7,80.69,361760,4.86,0.87,80.38,280653,5.42,1.24,80.25,215751,3.98,0.81,80.59,238105,4.69,0.95,80.26,321434,4.81,0.95,80.65,278679,4.48,0.88,80.45,1215,281013,4.84,0.97,80.44,3747,275831,4.74,0.38,80.23,616,280257,4.76,1.0,80.28,4346,2013-06-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2013-07,6102,monthly,284014,4.91,1.22,81.46,6102,586176,5.28,1.06,81.54,366109,5.04,1.2,81.35,284415,5.47,1.34,81.33,218247,4.23,1.16,81.52,240890,4.83,1.17,81.19,325464,4.97,1.25,81.66,282040,4.68,1.21,81.42,1510,284442,4.98,1.22,81.42,4592,277445,5.37,0.59,80.7,388,283827,4.87,1.27,81.3,5714,2013-07-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2013-08,6475,monthly,287478,5.69,1.22,82.45,6475,592226,5.69,1.03,82.38,370569,5.68,1.22,82.34,288315,6.14,1.37,82.44,220718,5.28,1.13,82.45,243733,5.69,1.18,82.15,329532,5.68,1.25,82.68,285459,5.52,1.21,82.41,1511,287917,5.74,1.22,82.42,4964,279404,6.53,0.71,81.27,511,287420,5.61,1.27,82.33,5964,2013-08-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2013-09,5837,monthly,290390,6.63,1.01,83.28,5837,600199,6.38,1.35,83.49,374336,6.4,1.02,83.18,291118,7.17,0.97,83.24,222875,6.34,0.98,83.25,246162,6.61,1.0,82.97,332914,6.64,1.03,83.53,288401,6.49,1.03,83.26,1419,290819,6.67,1.01,83.25,4418,282753,7.98,1.2,82.25,524,290285,6.51,1.0,83.15,5313,2013-09-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2013-10,6648,monthly,292254,7.23,0.64,83.82,6648,605817,7.29,0.94,84.27,377528,7.15,0.85,83.89,292562,7.68,0.5,83.65,224159,6.86,0.58,83.73,247714,7.16,0.63,83.49,335079,7.28,0.65,84.08,290248,7.1,0.64,83.79,1572,292686,7.27,0.64,83.78,5076,285974,7.74,1.14,83.18,548,292018,7.18,0.6,83.65,6100,2013-10-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2013-11,6718,monthly,293991,7.99,0.59,84.32,6718,609324,8.01,0.58,84.76,379720,7.94,0.58,84.37,294086,8.42,0.52,84.09,225654,7.64,0.67,84.29,249302,7.94,0.64,84.03,336949,8.03,0.56,84.55,292030,7.86,0.61,84.31,1565,294408,8.03,0.59,84.28,5153,289443,7.98,1.21,84.19,499,293591,7.99,0.54,84.1,6219,2013-11-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2013-12,6169,monthly,297099,8.86,1.06,85.21,6169,611037,8.1,0.28,85.0,383472,8.79,0.99,85.21,297388,9.21,1.12,85.03,228374,8.74,1.21,85.31,252242,8.96,1.18,85.02,340194,8.79,0.96,85.36,295091,8.76,1.05,85.19,1370,297529,8.89,1.06,85.17,4799,294185,8.61,1.64,85.57,615,296542,8.88,1.01,84.94,5554,2013-12-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2014-01,5809,monthly,301242,10.37,1.39,86.4,5809,617881,9.06,1.12,85.95,388160,9.79,1.22,86.25,299824,10.1,0.82,85.73,231941,10.69,1.56,86.64,256036,10.66,1.5,86.3,344648,10.15,1.31,86.48,297618,9.71,0.86,85.92,1307,301671,10.39,1.39,86.36,4502,298210,11.09,1.37,86.74,434,299301,9.79,0.93,85.73,5375,2014-01-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2014-02,5597,monthly,304738,11.68,1.16,87.4,5597,626106,10.35,1.33,87.1,392513,10.93,1.12,87.22,303374,11.46,1.18,86.75,234639,12.11,1.16,87.65,259217,12.06,1.24,87.37,348422,11.38,1.1,87.42,301208,11.11,1.21,86.96,1219,305189,11.69,1.17,87.36,4378,302447,13.51,1.42,87.97,418,303001,11.11,1.24,86.79,5179,2014-02-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2014-03,5612,monthly,307979,12.72,1.06,88.33,5612,633855,11.48,1.24,88.17,396490,11.86,1.01,88.1,306460,12.68,1.02,87.63,237223,13.05,1.1,88.61,262041,13.12,1.09,88.32,352046,12.4,1.04,88.33,304583,12.15,1.12,87.93,1345,308440,12.75,1.07,88.29,4267,304814,14.26,0.78,88.66,467,306598,12.28,1.19,87.82,5145,2014-03-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2014-04,5659,monthly,313806,14.19,1.89,90.0,5659,645691,13.18,1.87,89.82,403511,13.66,1.77,89.66,314448,14.74,2.61,89.91,241614,14.3,1.85,90.25,267007,14.52,1.9,90.0,358697,13.93,1.89,90.0,312093,14.26,2.47,90.1,1375,314296,14.23,1.9,89.97,4284,311494,15.09,2.19,90.61,400,314011,14.42,2.42,89.95,5259,2014-04-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2014-05,5965,monthly,320352,15.25,2.09,91.88,5965,656443,13.97,1.67,91.32,411233,14.67,1.91,91.38,321418,15.94,2.22,91.91,246798,15.32,2.15,92.19,272604,15.57,2.1,91.88,366150,15.0,2.08,91.87,318486,15.29,2.05,91.95,1336,320888,15.3,2.1,91.86,4629,318830,16.03,2.35,92.74,576,320487,15.5,2.06,91.8,5389,2014-05-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2014-06,6161,monthly,327717,16.79,2.3,93.99,6161,670111,15.53,2.08,93.22,420306,16.18,2.21,93.39,329335,17.35,2.46,94.17,252384,16.98,2.26,94.27,278859,17.12,2.29,93.99,374581,16.53,2.3,93.99,325712,16.88,2.27,94.03,1444,328293,16.82,2.31,93.98,4717,326581,18.4,2.43,94.99,740,327817,16.97,2.29,93.9,5421,2014-06-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2014-07,6772,monthly,334424,17.75,2.05,95.91,6772,683030,16.52,1.93,95.02,429679,17.36,2.23,95.47,336598,18.35,2.21,96.25,257102,17.8,1.87,96.04,284426,18.07,2.0,95.87,382406,17.5,2.09,95.95,332151,17.77,1.98,95.89,1563,335078,17.8,2.07,95.92,5209,330592,19.16,1.23,96.16,574,334768,17.95,2.12,95.89,6198,2014-07-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2014-08,6782,monthly,341526,18.8,2.12,97.95,6782,698259,17.9,2.23,97.13,439503,18.6,2.29,97.66,344396,19.45,2.32,98.48,261972,18.69,1.89,97.86,290331,19.12,2.08,97.86,390682,18.56,2.16,98.03,338995,18.75,2.06,97.87,1488,342257,18.87,2.14,97.97,5294,334107,19.58,1.06,97.18,469,342195,19.06,2.22,98.02,6313,2014-08-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2014-09,6392,monthly,346341,19.27,1.41,99.33,6392,711072,18.47,1.84,98.92,446495,19.28,1.59,99.21,349277,19.98,1.42,99.87,265240,19.01,1.25,99.08,294298,19.55,1.37,99.2,396332,19.05,1.45,99.45,343665,19.16,1.38,99.21,1395,347114,19.36,1.42,99.37,4996,335854,18.78,0.52,97.69,572,347289,19.64,1.49,99.48,5820,2014-09-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2014-10,6658,monthly,347870,19.03,0.44,99.77,6658,715467,18.1,0.62,99.53,448567,18.82,0.46,99.67,350567,19.83,0.37,100.24,266438,18.86,0.45,99.52,295719,19.38,0.48,99.67,397942,18.76,0.41,99.85,345203,18.93,0.45,99.66,1486,348640,19.12,0.44,99.8,5172,337565,18.04,0.51,98.19,440,348800,19.44,0.44,99.91,6218,2014-10-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2014-11,5686,monthly,347994,18.37,0.04,99.81,5686,717325,17.72,0.26,99.79,449175,18.29,0.14,99.81,350068,19.04,-0.14,100.1,266643,18.16,0.08,99.6,295871,18.68,0.05,99.73,398032,18.13,0.02,99.87,345391,18.27,0.05,99.71,1286,348745,18.46,0.03,99.83,4397,337594,16.64,0.01,98.2,424,348933,18.85,0.04,99.95,5262,2014-11-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2014-12,5955,monthly,348665,17.36,0.19,100.0,5955,718068,17.52,0.1,99.89,449782,17.29,0.13,99.94,350291,17.79,0.06,100.16,267515,17.14,0.33,99.93,296589,17.58,0.24,99.97,398632,17.18,0.15,100.02,346169,17.31,0.23,99.94,1316,349385,17.43,0.18,100.02,4638,340661,15.8,0.91,99.09,560,349386,17.82,0.13,100.08,5395,2014-12-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2015-01,5043,monthly,348673,15.75,0.0,100.0,5043,718862,16.34,0.11,100.0,450046,15.94,0.06,100.0,349726,16.64,-0.16,100.0,267712,15.42,0.07,100.0,296685,15.88,0.03,100.0,398541,15.64,-0.02,100.0,346384,16.39,0.06,100.0,1169,349332,15.8,-0.02,100.0,3874,343789,15.28,0.92,100.0,341,349113,16.64,-0.08,100.0,4702,2015-01-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2015-02,5029,monthly,349499,14.69,0.24,100.24,5029,720470,15.07,0.22,100.22,450468,14.76,0.09,100.09,349994,15.37,0.08,100.08,268860,14.58,0.43,100.43,297452,14.75,0.26,100.26,399412,14.63,0.22,100.22,347531,15.38,0.33,100.33,1119,350064,14.7,0.21,100.21,3910,348913,15.36,1.49,101.49,391,349563,15.37,0.13,100.13,4638,2015-02-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2015-03,5374,monthly,350559,13.83,0.3,100.54,5374,723009,14.07,0.35,100.58,452141,14.04,0.37,100.47,350613,14.41,0.18,100.25,269836,13.75,0.36,100.79,298287,13.83,0.28,100.54,400698,13.82,0.32,100.54,348670,14.47,0.33,100.66,1222,351100,13.83,0.3,100.51,4151,351492,15.31,0.74,102.24,487,350489,14.32,0.27,100.39,4887,2015-03-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2015-04,4961,monthly,353110,12.52,0.73,101.27,4961,728346,12.8,0.74,101.32,454984,12.76,0.63,101.1,353608,12.45,0.85,101.11,271664,12.44,0.68,101.48,300419,12.51,0.71,101.26,403657,12.53,0.74,101.28,351174,12.52,0.72,101.38,1052,353664,12.53,0.73,101.24,3908,353359,13.44,0.53,102.78,438,353091,12.45,0.74,101.14,4523,2015-04-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2015-05,5479,monthly,355717,11.04,0.74,102.02,5479,731420,11.42,0.42,101.75,458617,11.52,0.8,101.9,356534,10.93,0.83,101.95,273550,10.84,0.69,102.18,302841,11.09,0.81,102.07,406410,11.0,0.68,101.97,353461,10.98,0.65,102.04,1229,356364,11.06,0.76,102.01,4243,354426,11.16,0.3,103.09,594,355813,11.02,0.77,101.92,4885,2015-05-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2015-06,6375,monthly,359886,9.82,1.17,103.22,6375,739288,10.32,1.08,102.84,464445,10.5,1.27,103.2,362425,10.05,1.65,103.63,275636,9.21,0.76,102.96,306375,9.87,1.17,103.27,411192,9.77,1.18,103.17,357247,9.68,1.07,103.14,1379,360643,9.85,1.2,103.24,4993,354304,8.49,-0.03,103.06,905,360308,9.91,1.26,103.21,5470,2015-06-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2015-07,7431,monthly,366101,9.47,1.73,105.0,7431,748086,9.52,1.19,104.07,472445,9.95,1.72,104.98,369714,9.84,2.01,105.72,280052,8.93,1.6,104.61,311876,9.65,1.8,105.12,418059,9.32,1.67,104.9,363027,9.3,1.62,104.8,1577,366984,9.52,1.76,105.05,5852,358497,8.44,1.18,104.28,884,366675,9.53,1.77,105.03,6547,2015-07-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2015-08,6349,monthly,373092,9.24,1.91,107.0,6349,763551,9.35,2.07,106.22,481887,9.64,2.0,107.08,377719,9.68,2.17,108.0,284625,8.65,1.63,106.32,317601,9.39,1.84,107.05,426299,9.12,1.97,106.96,369776,9.08,1.86,106.75,1311,374045,9.29,1.92,107.07,5032,362244,8.42,1.04,105.37,552,373913,9.27,1.97,107.1,5797,2015-08-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2015-09,6663,monthly,378841,9.38,1.54,108.65,6663,779126,9.57,2.04,108.38,489446,9.62,1.57,108.75,382914,9.63,1.38,109.49,289088,8.99,1.57,107.98,322388,9.54,1.51,108.66,432985,9.25,1.57,108.64,375659,9.31,1.59,108.45,1408,379755,9.4,1.53,108.71,5246,368201,9.63,1.64,107.1,822,379646,9.32,1.53,108.75,5841,2015-09-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2015-10,6826,monthly,383465,10.23,1.22,109.98,6826,791835,10.67,1.63,110.15,496124,10.6,1.36,110.24,387588,10.56,1.22,110.83,292188,9.66,1.07,109.14,326077,10.27,1.14,109.91,438544,10.2,1.28,110.04,380323,10.17,1.24,109.8,1449,384367,10.25,1.21,110.03,5371,372050,10.22,1.05,108.22,590,384328,10.19,1.23,110.09,6236,2015-10-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2015-11,6233,monthly,386808,11.15,0.87,110.94,6233,799639,11.48,0.99,111.24,500829,11.5,0.95,111.28,391058,11.71,0.9,111.82,294506,10.45,0.79,110.01,328979,11.19,0.89,110.88,442301,11.12,0.86,110.98,383659,11.08,0.88,110.76,1251,387712,11.17,0.87,110.99,4969,375878,11.34,1.03,109.33,564,387634,11.09,0.86,111.03,5669,2015-11-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2015-12,6095,monthly,391612,12.32,1.24,112.31,6095,808087,12.54,1.06,112.41,507481,12.83,1.33,112.76,395774,12.98,1.21,113.17,298214,11.48,1.26,111.39,333317,12.38,1.32,112.35,447514,12.26,1.18,112.29,388228,12.15,1.19,112.08,1314,392584,12.36,1.26,112.38,4764,384963,13.0,2.42,111.98,637,392115,12.23,1.16,112.32,5458,2015-12-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2016-01,4921,monthly,395627,13.47,1.03,113.47,4921,814899,13.36,0.84,113.36,514097,14.23,1.3,114.23,399371,14.2,0.91,114.2,301216,12.52,1.01,112.52,336744,13.5,1.03,113.5,452091,13.44,1.02,113.44,392199,13.23,1.02,113.23,1016,396611,13.53,1.03,113.53,3903,390576,13.61,1.46,113.61,302,396008,13.43,0.99,113.43,4619,2016-01-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2016-02,5117,monthly,400431,14.57,1.21,114.84,5117,826353,14.7,1.41,114.95,521130,15.69,1.37,115.79,404119,15.46,1.19,115.55,304592,13.29,1.12,113.78,340883,14.6,1.23,114.9,457524,14.55,1.2,114.8,396657,14.14,1.14,114.51,986,401515,14.7,1.24,114.94,4124,393679,12.83,0.79,114.51,378,400943,14.7,1.25,114.85,4739,2016-02-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2016-03,10456,monthly,403845,15.2,0.85,115.82,10456,835323,15.53,1.09,116.2,525183,16.15,0.78,116.7,407816,16.32,0.91,116.61,307031,13.78,0.8,114.69,343701,15.23,0.83,115.85,461524,15.18,0.87,115.8,399915,14.7,0.82,115.45,2431,404974,15.34,0.86,115.93,8012,389014,10.68,-1.19,113.15,698,404977,15.55,1.01,116.0,9758,2016-03-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2016-04,3461,monthly,406940,15.24,0.77,116.71,3461,840007,15.33,0.56,116.85,527103,15.85,0.37,117.12,411220,16.29,0.83,117.58,309970,14.1,0.96,115.78,346874,15.46,0.92,116.92,464463,15.06,0.64,116.54,403016,14.76,0.78,116.35,641,408067,15.38,0.76,116.81,2819,396521,12.22,1.93,115.34,500,407743,15.48,0.68,116.79,2961,2016-04-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2016-05,4125,monthly,410966,15.53,0.99,117.87,4125,840880,14.97,0.1,116.97,529919,15.55,0.53,117.75,414637,16.3,0.83,118.56,314659,15.03,1.51,117.54,350936,15.88,1.17,118.29,468362,15.24,0.84,117.52,407578,15.31,1.13,117.67,819,411938,15.59,0.95,117.92,3305,410869,15.93,3.62,119.51,557,411000,15.51,0.8,117.73,3568,2016-05-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2016-06,5064,monthly,414608,15.21,0.89,118.91,5064,845616,14.38,0.56,117.63,533924,14.96,0.76,118.64,418060,15.35,0.83,119.54,317989,15.37,1.06,118.78,354461,15.7,1.0,119.47,472052,14.8,0.79,118.45,411466,15.18,0.95,118.79,1027,415509,15.21,0.87,118.94,4033,421369,18.93,2.56,122.57,795,414114,14.93,0.76,118.62,4269,2016-06-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2016-07,5259,monthly,419288,14.53,1.13,120.25,5259,856649,14.51,1.3,119.17,540683,14.44,1.27,120.14,422799,14.36,1.13,120.89,321245,14.71,1.02,120.0,358247,14.87,1.07,120.75,477620,14.25,1.18,119.84,415903,14.57,1.08,120.07,1047,420260,14.52,1.14,120.3,4210,421674,17.62,0.07,122.66,510,419119,14.3,1.21,120.05,4749,2016-07-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2016-08,5462,monthly,421382,12.94,0.5,120.85,5462,864680,13.24,0.94,120.28,544184,12.93,0.65,120.92,425362,12.61,0.61,121.63,322074,13.16,0.26,120.31,359904,13.32,0.46,121.31,480149,12.63,0.53,120.48,417678,12.95,0.43,120.58,1091,422445,12.94,0.52,120.93,4369,416899,15.09,-1.13,121.27,684,421717,12.78,0.62,120.8,4778,2016-08-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2016-09,5295,monthly,421397,11.23,0.0,120.86,5295,863826,10.87,-0.1,120.17,545539,11.46,0.25,121.22,425597,11.15,0.06,121.69,321608,11.25,-0.14,120.13,359693,11.57,-0.06,121.24,480415,10.95,0.06,120.54,417637,11.17,-0.01,120.57,1015,422477,11.25,0.01,120.94,4276,416006,12.98,-0.21,121.01,875,421801,11.1,0.02,120.82,4420,2016-09-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2016-10,4967,monthly,419810,9.48,-0.38,120.4,4967,860632,8.69,-0.37,119.72,543533,9.56,-0.37,120.77,422734,9.07,-0.67,120.88,321133,9.91,-0.15,119.95,358516,9.95,-0.33,120.84,478409,9.09,-0.42,120.04,416194,9.43,-0.35,120.15,987,420848,9.49,-0.39,120.47,3978,417948,12.34,0.47,121.57,773,419951,9.27,-0.44,120.29,4194,2016-10-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2016-11,5042,monthly,417765,8.0,-0.49,119.82,5042,859545,7.49,-0.13,119.57,541430,8.11,-0.39,120.31,419846,7.36,-0.68,120.05,319692,8.55,-0.45,119.42,356553,8.38,-0.55,120.18,476318,7.69,-0.44,119.52,414261,7.98,-0.46,119.6,1031,418771,8.01,-0.49,119.88,4011,418257,11.27,0.07,121.66,787,417730,7.76,-0.53,119.65,4255,2016-11-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2016-12,4999,monthly,418403,6.84,0.15,120.0,4999,860830,6.53,0.15,119.75,540735,6.55,-0.13,120.15,419685,6.04,-0.04,120.0,321129,7.68,0.45,119.95,357391,7.22,0.24,120.46,476722,6.53,0.08,119.62,414870,6.86,0.15,119.77,963,419418,6.84,0.15,120.06,4036,421327,9.45,0.73,122.55,647,418187,6.65,0.11,119.79,4352,2016-12-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2017-01,4073,monthly,419564,6.05,0.28,120.33,4073,864084,6.04,0.38,120.2,541717,5.37,0.18,120.37,421005,5.42,0.31,120.38,322027,6.91,0.28,120.29,358265,6.39,0.24,120.76,478174,5.77,0.3,119.98,416215,6.12,0.32,120.16,775,420526,6.03,0.26,120.38,3295,424447,8.67,0.74,123.46,368,419205,5.86,0.24,120.08,3705,2017-01-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2017-02,4321,monthly,421117,5.17,0.37,120.78,4321,864686,4.64,0.07,120.29,542183,4.04,0.09,120.47,421362,4.27,0.08,120.48,324558,6.55,0.79,121.23,360093,5.64,0.51,121.37,479245,4.75,0.22,120.25,418051,5.39,0.44,120.69,846,422003,5.1,0.35,120.8,3473,428344,8.81,0.92,124.6,427,420570,4.9,0.33,120.47,3894,2017-02-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2017-03,5327,monthly,422510,4.62,0.33,121.18,5327,866736,3.76,0.24,120.57,543533,3.49,0.25,120.77,421818,3.43,0.11,120.61,326362,6.3,0.56,121.91,361406,5.15,0.36,121.81,480603,4.13,0.28,120.59,419721,4.95,0.4,121.17,1052,423322,4.53,0.31,121.18,4271,432058,11.06,0.87,125.68,751,421780,4.15,0.29,120.81,4576,2017-03-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2017-04,4160,monthly,423456,4.11,0.22,121.45,4160,868647,3.63,0.22,120.84,543252,3.75,-0.05,120.71,422156,3.12,0.08,120.71,327900,5.15,0.47,122.48,362470,4.28,0.29,122.17,481325,3.91,0.15,120.77,420699,4.28,0.23,121.45,935,424261,4.07,0.22,121.45,3225,430639,5.3,-0.33,125.26,447,422848,4.01,0.25,121.12,3713,2017-04-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2017-05,4613,monthly,425571,3.5,0.5,122.05,4613,869457,3.39,0.09,120.95,545965,3.2,0.5,121.31,424452,2.54,0.54,121.37,329659,4.39,0.54,123.14,364351,3.64,0.52,122.81,483631,3.31,0.48,121.35,422770,3.59,0.49,122.05,1388,426387,3.47,0.5,122.06,3223,431116,2.94,0.11,125.4,525,425047,3.51,0.52,121.75,4088,2017-05-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2017-06,5366,monthly,426715,2.92,0.27,122.38,5366,868351,2.69,-0.13,120.8,546689,2.39,0.13,121.47,426363,1.99,0.45,121.91,330545,3.95,0.27,123.47,365540,3.13,0.33,123.21,484640,2.67,0.21,121.6,423526,2.93,0.18,122.27,1216,427629,2.92,0.29,122.41,4146,428352,1.66,-0.64,124.6,686,426394,2.97,0.32,122.14,4680,2017-06-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2017-07,5096,monthly,429518,2.44,0.66,123.19,5096,869434,1.49,0.12,120.95,551194,1.94,0.82,122.47,429644,1.62,0.77,122.85,332462,3.49,0.58,124.19,368093,2.75,0.7,124.07,487613,2.09,0.61,122.35,425966,2.42,0.58,122.98,929,430524,2.44,0.68,123.24,4164,429960,1.96,0.38,125.07,541,429258,2.42,0.67,122.96,4555,2017-07-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2017-08,5508,monthly,431207,2.33,0.39,123.67,5508,873707,1.04,0.49,121.54,553565,1.72,0.43,123.0,432883,1.77,0.75,123.78,332746,3.31,0.09,124.29,369117,2.56,0.28,124.41,490119,2.08,0.51,122.98,427356,2.32,0.33,123.38,1028,432289,2.33,0.41,123.75,4480,429186,2.95,-0.18,124.84,558,431077,2.22,0.42,123.48,4950,2017-08-01
Outer London,http://landregistry.data.gov.uk/id/region/outer-london,E13000002,2017-09,5048,monthly,432669,2.67,0.34,124.09,5048,881219,2.01,0.86,122.59,556625,2.03,0.55,123.68,434499,2.09,0.37,124.24,333133,3.58,0.12,124.44,369999,2.87,0.24,124.71,492292,2.47,0.44,123.52,428804,2.67,0.34,123.79,917,433755,2.67,0.34,124.17,4130,431990,3.84,0.65,125.66,659,432467,2.53,0.32,123.88,4389,2017-09-01
