Name,URI,Region GSS code,Period,Sales volume,Reporting period,Average price All property types,Percentage change (yearly) All property types,Percentage change (monthly) All property types,House price index All property types,Sales volume All property types,Average price Detached houses,Percentage change (yearly) Detached houses,Percentage change (monthly) Detached houses,House price index Detached houses,Average price Semi-detached houses,Percentage change (yearly) Semi-detached houses,Percentage change (monthly) Semi-detached houses,House price index Semi-detached houses,Average price Terraced houses,Percentage change (yearly) Terraced houses,Percentage change (monthly) Terraced houses,House price index Terraced houses,Average price Flats and maisonettes,Percentage change (yearly) Flats and maisonettes,Percentage change (monthly) Flats and maisonettes,House price index Flats and maisonettes,Average price First-time buyers,Percentage change (yearly) First-time buyers,Percentage change (monthly) First-time buyers,House price index First-time buyers,Average price Former owner-occupiers,Percentage change (yearly) Former owner-occupiers,Percentage change (monthly) Former owner-occupiers,House price index Former owner-occupiers,Average price Cash purchases,Percentage change (yearly) Cash purchases,Percentage change (monthly) Cash purchases,House price index Cash purchases,Sales volume Cash purchases,Average price Mortgage purchases,Percentage change (yearly) Mortgage purchases,Percentage change (monthly) Mortgage purchases,House price index Mortgage purchases,Sales volume Mortgage purchases,Average price New build,Percentage change (yearly) New build,Percentage change (monthly) New build,House price index New build,Sales volume New build,Average price Existing properties,Percentage change (yearly) Existing properties,Percentage change (monthly) Existing properties,House price index Existing properties,Sales volume Existing properties,Pivotable date
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-01,88382,monthly,159970,6.2,-0.15,83.9,88382,244844,3.66,1.03,85.09,154122,5.63,0.14,86.21,129002,7.73,-0.55,83.51,135909,7.0,-0.7,78.96,,,,,,,,,,,,,,,,,,,196646,6.33,-1.73,86.18,8730,157201,6.14,0.02,83.59,79652,2006-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-02,90058,monthly,160231,6.47,0.16,84.04,90058,243243,3.72,-0.65,84.54,154159,5.17,0.02,86.23,129318,8.28,0.25,83.72,137211,8.0,0.96,79.72,,,,,,,,,,,,,,,,,,,200231,7.25,1.82,87.75,10353,157153,6.36,-0.03,83.57,79705,2006-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-03,118864,monthly,161531,6.46,0.81,84.72,118864,245956,4.65,1.12,85.48,155563,5.59,0.91,87.01,130386,7.81,0.83,84.41,137740,7.3,0.39,80.03,,,,,,,,,,,,,,,,,,,199655,6.07,-0.29,87.5,14842,158632,6.48,0.94,84.36,104022,2006-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-04,110370,monthly,165042,7.25,2.17,86.56,110370,249485,5.57,1.44,86.71,159151,6.37,2.31,89.02,133945,8.98,2.73,86.71,140314,7.48,1.87,81.52,,,,,,,,,,,,,,,,,,,203939,6.1,2.15,89.38,12173,162086,7.38,2.18,86.19,98197,2006-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-05,121888,monthly,166606,7.12,0.95,87.38,121888,252502,4.95,1.21,87.76,160241,6.42,0.68,89.63,134568,8.34,0.47,87.12,142780,8.31,1.76,82.95,,,,,,,,,,,,,,,,,,,205404,6.59,0.72,90.02,13709,163666,7.16,0.97,87.03,108179,2006-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-06,146253,monthly,168184,7.28,0.95,88.21,146253,252748,5.71,0.1,87.84,161638,6.58,0.87,90.41,136637,8.33,1.54,88.46,144114,8.26,0.93,83.73,,,,,,,,,,,,,,,,,,,205572,6.34,0.08,90.09,21097,165385,7.36,1.05,87.95,125156,2006-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-07,134426,monthly,170604,7.44,1.44,89.48,134426,258352,5.82,2.22,89.79,163934,6.25,1.42,91.7,139157,9.23,1.84,90.09,144386,7.95,0.19,83.89,,,,,,,,,,,,,,,,,,,206903,5.99,0.65,90.68,12275,167921,7.58,1.53,89.3,122151,2006-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-08,141486,monthly,172037,7.91,0.84,90.23,141486,261682,6.1,1.29,90.95,165273,7.4,0.82,92.44,139870,9.26,0.51,90.55,145759,8.35,0.95,84.68,,,,,,,,,,,,,,,,,,,206491,4.96,-0.2,90.5,12291,169537,8.23,0.96,90.15,129195,2006-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-09,137213,monthly,172738,8.52,0.41,90.6,137213,262324,7.09,0.25,91.17,165909,7.98,0.38,92.8,140269,9.15,0.28,90.81,146869,9.75,0.76,85.33,,,,,,,,,,,,,,,,,,,209474,6.93,1.44,91.8,13685,170022,8.67,0.29,90.41,123528,2006-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-10,133356,monthly,173750,9.37,0.59,91.13,133356,263693,7.81,0.52,91.65,166832,8.53,0.56,93.32,141278,10.39,0.72,91.46,147609,10.55,0.5,85.76,,,,,,,,,,,,,,,,,,,210800,6.86,0.63,92.38,12608,171010,9.65,0.58,90.94,120748,2006-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-11,135279,monthly,174644,9.61,0.51,91.6,135279,265290,8.31,0.61,92.2,168046,9.07,0.73,94.0,142103,10.66,0.58,92.0,147708,10.12,0.07,85.82,,,,,,,,,,,,,,,,,,,209797,5.74,-0.48,91.94,13520,172091,10.05,0.63,91.51,121759,2006-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-12,142000,monthly,176819,10.37,1.25,92.74,142000,264999,9.35,-0.11,92.1,169329,10.02,0.76,94.71,144505,11.4,1.69,93.55,151264,10.52,2.41,87.88,,,,,,,,,,,,,,,,,,,214434,7.16,2.21,93.98,20413,174039,10.74,1.13,92.55,121587,2006-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-01,101538,monthly,176758,10.49,-0.03,92.71,101538,268186,9.53,1.2,93.21,169496,9.98,0.1,94.81,144185,11.77,-0.22,93.34,150639,10.84,-0.41,87.52,,,,,,,,,,,,,,,,,,,213476,8.56,-0.45,93.56,8313,174069,10.73,0.02,92.56,93224,2007-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-02,99013,monthly,177261,10.63,0.28,92.97,99013,267642,10.03,-0.2,93.02,169788,10.14,0.17,94.97,144010,11.36,-0.12,93.23,152704,11.29,1.37,88.72,,,,,,,,,,,,,,,,,,,214060,6.91,0.27,93.81,8524,174567,11.08,0.29,92.83,90488,2007-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-03,123076,monthly,178636,10.59,0.78,93.69,123076,269178,9.44,0.57,93.55,170921,9.87,0.67,95.6,146113,12.06,1.46,94.59,152908,11.01,0.13,88.84,,,,,,,,,,,,,,,,,,,213228,6.8,-0.39,93.45,12960,176105,11.01,0.88,93.65,110115,2007-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-04,112054,monthly,182243,10.42,2.02,95.58,112054,273582,9.66,1.64,95.08,174013,9.34,1.81,97.33,149342,11.5,2.21,96.68,156410,11.47,2.29,90.87,,,,,,,,,,,,,,,,,,,217591,6.69,2.05,95.36,10156,179654,10.84,2.02,95.53,101898,2007-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-05,125934,monthly,184330,10.64,1.15,96.68,125934,275810,9.23,0.81,95.86,175564,9.56,0.89,98.2,150441,11.8,0.74,97.39,159937,12.02,2.25,92.92,,,,,,,,,,,,,,,,,,,224313,9.21,3.09,98.31,11607,181401,10.84,0.97,96.46,114327,2007-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-06,145599,monthly,186348,10.8,1.09,97.74,145599,279156,10.45,1.21,97.02,177260,9.67,0.97,99.15,152369,11.51,1.28,98.64,161353,11.96,0.89,93.74,,,,,,,,,,,,,,,,,,,223163,8.56,-0.51,97.8,17444,183651,11.04,1.24,97.66,128155,2007-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-07,134755,monthly,188691,10.6,1.26,98.96,134755,285684,10.58,2.34,99.29,179325,9.39,1.17,100.3,153994,10.66,1.07,99.69,162554,12.58,0.74,94.44,,,,,,,,,,,,,,,,,,,227921,10.16,2.13,99.89,9343,185816,10.66,1.18,98.81,125412,2007-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-08,144901,monthly,189786,10.32,0.58,99.54,144901,287929,10.03,0.79,100.07,180401,9.15,0.6,100.91,155100,10.89,0.72,100.41,162878,11.74,0.2,94.63,,,,,,,,,,,,,,,,,,,223499,8.24,-1.94,97.95,8832,187321,10.49,0.81,99.61,136069,2007-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-09,114685,monthly,190032,10.01,0.13,99.67,114685,288381,9.93,0.16,100.23,180270,8.66,-0.07,100.83,154741,10.32,-0.23,100.18,164251,11.84,0.84,95.43,,,,,,,,,,,,,,,,,,,225909,7.85,1.08,99.01,8468,187405,10.22,0.04,99.66,106217,2007-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-10,119246,monthly,189589,9.12,-0.23,99.44,119246,288223,9.3,-0.05,100.17,179621,7.67,-0.36,100.47,154398,9.29,-0.22,99.96,163837,10.99,-0.25,95.19,,,,,,,,,,,,,,,,,,,226045,7.23,0.06,99.07,9350,186925,9.31,-0.26,99.4,109896,2007-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-11,118226,monthly,189489,8.5,-0.05,99.38,118226,288470,8.74,0.09,100.26,179951,7.08,0.18,100.65,153793,8.23,-0.39,99.56,163900,10.96,0.04,95.22,,,,,,,,,,,,,,,,,,,225028,7.26,-0.45,98.62,9704,186893,8.6,-0.02,99.38,108522,2007-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-12,95060,monthly,189193,7.0,-0.16,99.23,95060,285242,7.64,-1.12,99.13,179364,5.93,-0.33,100.33,154082,6.63,0.19,99.75,164472,8.73,0.35,95.56,,,,,,,,,,,,,,,,,,,226821,5.78,0.8,99.41,12888,186442,7.13,-0.24,99.14,82172,2007-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-01,67660,monthly,185782,5.11,-1.8,97.44,67660,280201,4.48,-1.77,97.38,175565,3.58,-2.12,98.2,150959,4.7,-2.03,97.73,164580,9.25,0.07,95.62,,,,,,,,,,,,,,,,,,,225328,5.55,-0.66,98.75,5169,182943,5.1,-1.88,97.28,62492,2008-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-02,71682,monthly,184185,3.91,-0.86,96.6,71682,277037,3.51,-1.13,96.28,174660,2.87,-0.52,97.7,149627,3.9,-0.88,96.87,162953,6.71,-0.99,94.67,,,,,,,,,,,,,,,,,,,228000,6.51,1.19,99.92,6025,180878,3.62,-1.13,96.19,65658,2008-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-03,69246,monthly,182845,2.36,-0.73,95.9,69246,273984,1.79,-1.1,95.22,173965,1.78,-0.4,97.31,149155,2.08,-0.32,96.56,160801,5.16,-1.32,93.42,,,,,,,,,,,,,,,,,,,224050,5.08,-1.73,98.19,8533,179806,2.1,-0.59,95.61,60714,2008-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-04,74444,monthly,183148,0.5,0.17,96.06,74444,275418,0.67,0.52,95.72,173450,-0.32,-0.3,97.02,149733,0.26,0.39,96.94,160963,2.91,0.1,93.52,,,,,,,,,,,,,,,,,,,224695,3.26,0.29,98.47,9040,180076,0.24,0.15,95.76,65404,2008-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-05,77830,monthly,184267,-0.03,0.61,96.64,77830,275513,-0.11,0.03,95.75,175160,-0.23,0.99,97.97,150198,-0.16,0.31,97.24,162696,1.73,1.08,94.53,,,,,,,,,,,,,,,,,,,225254,0.42,0.25,98.72,9057,181264,-0.08,0.66,96.39,68773,2008-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-06,70467,monthly,181831,-2.42,-1.32,95.37,70467,271990,-2.57,-1.28,94.53,172913,-2.45,-1.28,96.72,148590,-2.48,-1.07,96.2,159875,-0.92,-1.73,92.89,,,,,,,,,,,,,,,,,,,221442,-0.77,-1.69,97.05,12195,178956,-2.56,-1.27,95.16,58272,2008-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-07,62373,monthly,179845,-4.69,-1.09,94.33,62373,270883,-5.18,-0.41,94.14,170845,-4.73,-1.2,95.56,146400,-4.93,-1.47,94.78,158188,-2.69,-1.05,91.91,,,,,,,,,,,,,,,,,,,217387,-4.62,-1.83,95.27,6997,177187,-4.64,-0.99,94.22,55376,2008-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-08,57673,monthly,176092,-7.22,-2.09,92.36,57673,266384,-7.48,-1.66,92.58,167166,-7.34,-2.15,93.5,143180,-7.69,-2.2,92.69,154671,-5.04,-2.22,89.86,,,,,,,,,,,,,,,,,,,209669,-6.19,-3.55,91.89,6340,173838,-7.2,-1.89,92.44,51333,2008-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-09,49483,monthly,171660,-9.67,-2.52,90.03,49483,262199,-9.08,-1.57,91.13,162201,-10.02,-2.97,90.73,139195,-10.05,-2.78,90.11,150878,-8.14,-2.45,87.66,,,,,,,,,,,,,,,,,,,207132,-8.31,-1.21,90.78,6790,169162,-9.73,-2.69,89.95,42693,2008-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-10,53405,monthly,168177,-11.29,-2.03,88.21,53405,255567,-11.33,-2.53,88.82,159515,-11.19,-1.66,89.22,136263,-11.75,-2.11,88.22,147979,-9.68,-1.92,85.97,,,,,,,,,,,,,,,,,,,202799,-10.28,-2.09,88.88,6926,165744,-11.33,-2.02,88.14,46479,2008-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-11,43044,monthly,163447,-13.74,-2.81,85.72,43044,247586,-14.17,-3.12,86.05,155709,-13.47,-2.39,87.1,132512,-13.84,-2.75,85.79,143378,-12.52,-3.11,83.3,,,,,,,,,,,,,,,,,,,197953,-12.03,-2.39,86.75,6481,160990,-13.86,-2.87,85.61,36563,2008-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-12,46373,monthly,160954,-14.93,-1.53,84.42,46373,242938,-14.83,-1.88,84.43,152977,-14.71,-1.75,85.57,131693,-14.53,-0.62,85.26,140291,-14.7,-2.15,81.51,,,,,,,,,,,,,,,,,,,191571,-15.54,-3.22,83.96,9347,158901,-14.77,-1.3,84.5,37026,2008-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-01,31422,monthly,157234,-15.37,-2.31,82.47,31422,241206,-13.92,-0.71,83.83,148741,-15.28,-2.77,83.2,126924,-15.92,-3.62,82.17,137752,-16.3,-1.81,80.03,,,,,,,,,,,,,,,,,,,192148,-14.73,0.3,84.21,3702,154675,-15.45,-2.66,82.25,27720,2009-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-02,31888,monthly,155417,-15.62,-1.16,81.51,31888,235417,-15.02,-2.4,81.82,147888,-15.33,-0.57,82.72,125694,-16.0,-0.97,81.37,136740,-16.09,-0.73,79.44,,,,,,,,,,,,,,,,,,,190783,-16.32,-0.71,83.61,4233,152812,-15.52,-1.2,81.26,27655,2009-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-03,41978,monthly,154452,-15.53,-0.62,81.01,41978,234530,-14.4,-0.38,81.51,146108,-16.01,-1.2,81.72,125065,-16.15,-0.5,80.97,136442,-15.15,-0.22,79.27,,,,,,,,,,,,,,,,,,,190949,-14.77,0.09,83.68,6551,151744,-15.61,-0.7,80.69,35427,2009-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-04,45378,monthly,155852,-14.9,0.91,81.74,45378,235300,-14.57,0.33,81.78,148495,-14.39,1.63,83.06,126884,-15.26,1.45,82.14,136051,-15.48,-0.29,79.04,,,,,,,,,,,,,,,,,,,190637,-15.16,-0.16,83.55,5590,153300,-14.87,1.02,81.52,39789,2009-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-05,52300,monthly,158004,-14.25,1.38,82.87,52300,238699,-13.36,1.44,82.96,150402,-14.13,1.28,84.13,128432,-14.49,1.22,83.15,138356,-14.96,1.69,80.38,,,,,,,,,,,,,,,,,,,190805,-15.29,0.09,83.62,6210,155637,-14.14,1.52,82.76,46091,2009-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-06,60728,monthly,159561,-12.25,0.99,83.69,60728,241957,-11.04,1.37,84.09,151480,-12.4,0.72,84.73,130003,-12.51,1.22,84.16,139122,-12.98,0.55,80.83,,,,,,,,,,,,,,,,,,,191239,-13.64,0.23,83.81,9565,157301,-12.1,1.07,83.65,51164,2009-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-07,71336,monthly,162423,-9.69,1.79,85.19,71336,246960,-8.83,2.07,85.83,154547,-9.54,2.02,86.45,132514,-9.48,1.93,85.79,140355,-11.27,0.89,81.55,,,,,,,,,,,,,,,,,,,193308,-11.08,1.08,84.72,6774,160247,-9.56,1.87,85.21,64562,2009-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-08,65968,monthly,164025,-6.85,0.99,86.03,65968,249979,-6.16,1.22,86.88,156307,-6.5,1.14,87.43,133758,-6.58,0.94,86.59,141096,-8.78,0.53,81.98,,,,,,,,,,,,,,,,,,,192944,-7.98,-0.19,84.56,5915,162036,-6.79,1.12,86.17,60053,2009-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-09,66256,monthly,165314,-3.7,0.79,86.7,66256,251604,-4.04,0.65,87.44,156912,-3.26,0.39,87.77,134809,-3.15,0.79,87.27,143313,-5.01,1.57,83.26,,,,,,,,,,,,,,,,,,,197107,-4.84,2.16,86.38,6690,163066,-3.6,0.64,86.71,59566,2009-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-10,74416,monthly,166425,-1.04,0.67,87.29,74416,253836,-0.68,0.89,88.22,158867,-0.41,1.25,88.86,135658,-0.44,0.63,87.82,142741,-3.54,-0.4,82.93,,,,,,,,,,,,,,,,,,,195994,-3.36,-0.56,85.9,6908,164386,-0.82,0.81,87.42,67508,2009-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-11,69160,monthly,166986,2.17,0.34,87.58,69160,255675,3.27,0.72,88.86,158605,1.86,-0.17,88.71,136505,3.01,0.62,88.37,142999,-0.26,0.18,83.08,,,,,,,,,,,,,,,,,,,196193,-0.89,0.1,85.98,7003,164983,2.48,0.36,87.73,62157,2009-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-12,87202,monthly,168082,4.43,0.66,88.16,87202,252946,4.12,-1.07,87.91,160655,5.02,1.29,89.86,138433,5.12,1.41,89.62,144066,2.69,0.75,83.7,,,,,,,,,,,,,,,,,,,197097,2.88,0.46,86.38,10292,166101,4.53,0.68,88.33,76910,2009-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-01,41085,monthly,167469,6.51,-0.36,87.83,41085,258979,7.37,2.38,90.01,159457,7.2,-0.75,89.19,136261,7.36,-1.57,88.21,142338,3.33,-1.2,82.7,,,,,,,,,,,,,,,,,,,189742,-1.25,-3.73,83.16,3698,166116,7.4,0.01,88.34,37387,2010-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-02,47348,monthly,167888,8.02,0.25,88.05,47348,258258,9.7,-0.28,89.76,160617,8.61,0.73,89.84,136752,8.8,0.36,88.53,142407,4.14,0.05,82.74,,,,,,,,,,,,,,,,,,,198122,3.85,4.42,86.83,4642,165918,8.58,-0.12,88.23,42706,2010-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-03,58047,monthly,167878,8.69,-0.01,88.05,58047,258191,10.09,-0.03,89.73,159678,9.29,-0.58,89.31,136425,9.08,-0.24,88.32,144189,5.68,1.25,83.77,,,,,,,,,,,,,,,,,,,199404,4.43,0.65,87.39,6386,165811,9.27,-0.06,88.17,51661,2010-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-04,59555,monthly,170028,9.1,1.28,89.18,59555,260075,10.53,0.73,90.39,162470,9.41,1.75,90.88,138535,9.18,1.55,89.69,145456,6.91,0.88,84.51,,,,,,,,,,,,,,,,,,,198081,3.9,-0.66,86.81,5484,168232,9.74,1.46,89.46,54071,2010-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-05,59095,monthly,170846,8.13,0.48,89.61,59095,262619,10.02,0.98,91.27,162702,8.18,0.14,91.01,139143,8.34,0.44,90.08,146061,5.57,0.42,84.86,,,,,,,,,,,,,,,,,,,198257,3.91,0.09,86.89,5994,169102,8.65,0.52,89.92,53101,2010-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-06,70937,monthly,171689,7.6,0.49,90.05,70937,262311,8.41,-0.12,91.17,163595,8.0,0.55,91.51,140462,8.05,0.95,90.93,146799,5.52,0.51,85.29,,,,,,,,,,,,,,,,,,,199386,4.26,0.57,87.38,8931,169924,8.02,0.49,90.36,62006,2010-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-07,76003,monthly,173427,6.77,1.01,90.96,76003,268336,8.66,2.3,93.26,165086,6.82,0.91,92.34,141211,6.56,0.53,91.42,147180,4.86,0.26,85.51,,,,,,,,,,,,,,,,,,,197299,2.06,-1.05,86.47,5384,171962,7.31,1.2,91.44,70619,2010-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-08,69123,monthly,173417,5.73,-0.01,90.95,69123,268707,7.49,0.14,93.39,166058,6.24,0.59,92.88,140523,5.06,-0.49,90.97,146679,3.96,-0.34,85.22,,,,,,,,,,,,,,,,,,,200592,3.96,1.67,87.91,5102,171694,5.96,-0.16,91.3,64021,2010-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-09,64886,monthly,172972,4.63,-0.26,90.72,64886,268248,6.62,-0.17,93.23,164443,4.8,-0.97,91.98,140678,4.35,0.11,91.07,146900,2.5,0.15,85.35,,,,,,,,,,,,,,,,,,,202886,2.93,1.14,88.92,6178,171037,4.89,-0.38,90.95,58708,2010-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-10,66726,monthly,171045,2.78,-1.11,89.71,66726,265285,4.51,-1.1,92.2,163224,2.74,-0.74,91.3,138675,2.22,-1.42,89.78,145117,1.66,-1.21,84.31,,,,,,,,,,,,,,,,,,,201851,2.99,-0.51,88.46,5624,169037,2.83,-1.17,89.89,61102,2010-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-11,63565,monthly,169013,1.21,-1.19,88.64,63565,263487,3.06,-0.68,91.57,161335,1.72,-1.16,90.24,136245,-0.19,-1.75,88.2,143631,0.44,-1.02,83.45,,,,,,,,,,,,,,,,,,,197922,0.88,-1.95,86.74,5699,167146,1.31,-1.12,88.88,57866,2010-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-12,63541,monthly,168703,0.37,-0.18,88.48,63541,260339,2.92,-1.19,90.48,160988,0.21,-0.21,90.05,136909,-1.1,0.49,88.63,143845,-0.15,0.15,83.57,,,,,,,,,,,,,,,,,,,202097,2.54,2.11,88.57,7683,166496,0.24,-0.39,88.54,55858,2010-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-01,42399,monthly,167300,-0.1,-0.83,87.75,42399,260855,0.72,0.2,90.66,158765,-0.43,-1.38,88.8,134970,-0.95,-1.42,87.38,143346,0.71,-0.35,83.28,,,,,,,,,,,,,,,,,,,201462,6.18,-0.31,88.29,3219,164992,-0.68,-0.9,87.74,39180,2011-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-02,44207,monthly,166415,-0.88,-0.53,87.28,44207,259042,0.3,-0.7,90.03,157919,-1.68,-0.53,88.33,134337,-1.77,-0.47,86.97,142769,0.25,-0.4,82.95,,,,,,,,,,,,,,,,,,,200240,1.07,-0.61,87.76,3678,164131,-1.08,-0.52,87.28,40529,2011-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-03,52889,monthly,165649,-1.33,-0.46,86.88,52889,258129,-0.02,-0.35,89.71,156617,-1.92,-0.82,87.6,133724,-1.98,-0.46,86.57,142713,-1.02,-0.04,82.91,,,,,,,,,,,,,,,,,,,202012,1.31,0.89,88.53,5857,163175,-1.59,-0.58,86.77,47032,2011-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-04,57449,monthly,168218,-1.06,1.55,88.23,57449,259704,-0.14,0.61,90.26,159154,-2.04,1.62,89.02,136375,-1.56,1.98,88.29,145543,0.06,1.98,84.56,,,,,,,,,,,,,,,,,,,203129,2.55,0.55,89.02,5330,165855,-1.41,1.64,88.2,52119,2011-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-05,55691,monthly,167470,-1.98,-0.44,87.83,55691,257725,-1.86,-0.76,89.57,159241,-2.13,0.05,89.07,135373,-2.71,-0.74,87.64,145040,-0.7,-0.35,84.27,,,,,,,,,,,,,,,,,,,203962,2.88,0.41,89.39,5179,164988,-2.43,-0.52,87.74,50512,2011-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-06,65290,monthly,167753,-2.29,0.17,87.98,65290,257002,-2.02,-0.28,89.32,159732,-2.36,0.31,89.35,136039,-3.15,0.49,88.07,145077,-1.17,0.03,84.29,,,,,,,,,,,,,,,,,,,200625,0.62,-1.64,87.92,9155,165542,-2.58,0.34,88.03,56135,2011-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-07,70316,monthly,169866,-2.05,1.26,89.09,70316,261398,-2.59,1.71,90.85,160876,-2.55,0.72,89.99,137528,-2.61,1.1,89.03,147675,0.34,1.79,85.8,,,,,,,,,,,,,,,,,,,204686,3.74,2.02,89.7,5283,167512,-2.59,1.19,89.08,65033,2011-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-08,72144,monthly,169968,-1.99,0.06,89.14,72144,263565,-1.91,0.83,91.6,162048,-2.41,0.73,90.64,137455,-2.18,-0.05,88.99,145046,-1.11,-1.78,84.27,,,,,,,,,,,,,,,,,,,201291,0.35,-1.66,88.22,5220,167878,-2.22,0.22,89.27,66924,2011-08-01
